player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Angel Flores,164493,QB,N ARIZONA,1,2.22,2.22,,,6,252,80.0,5,5,2.6,2.12,0,0,0.0,80.0,4,0,0.0,5,83.3,0,2,,,,63.8,67.3,68.1,67.0,,,,0,0,5,,88.3,0.0,0,0,0,0,0,0,0.0,26,5.2,0.0,1,1,40.0,2.7,0,0,0.0,0.0,0,0,,1,16.7,0,0,,,,60.3,57.9,63.6,58.0,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Aidan Armenta,175731,QB,LA MONROE,1,2.88,2.88,,,6,209,100.0,4,4,1.3,2.1,0,0,0.0,75.0,3,1,25.0,4,66.7,1,0,,,,63.3,73.9,67.4,73.5,,,,0,0,4,0.0,77.1,0.0,0,0,0,0,0,0,0.0,12,3.0,0.0,2,2,22.0,4.45,0,0,0.0,0.0,0,1,,2,33.3,0,0,,,,61.8,49.6,65.5,49.8,,,,0,1,2,0.0,0.0,0.0,0,0,0,0,0,1,50.0,0,0.0
Jonah Chong,128227,QB,N COLORADO,1,1.95,1.56,,3.9,6,253,25.0,4,5,9.8,1.56,1,0,0.0,20.0,1,1,0.0,5,83.3,0,0,,,,63.8,39.2,68.1,39.5,,,,0,0,5,0.0,39.6,0.0,0,0,0,0,0,0,0.0,-2,-0.4,,0,0,,3.9,0,0,,,0,0,,1,16.7,0,0,,,,60.3,69.8,63.6,,,,64.3,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,
Tanner Maddocks,160443,QB,VILLANOVA,1,2.96,2.15,,6.2,5,334,100.0,3,3,5.7,1.77,0,0,0.0,100.0,3,0,0.0,3,60.0,0,1,,,,63.3,63.0,67.4,62.8,,,,0,0,4,,102.8,0.0,0,0,0,0,0,0,0.0,26,8.7,100.0,1,1,21.0,4.75,0,1,100.0,100.0,1,1,0.0,2,40.0,0,2,,,,61.8,91.7,65.5,87.7,,,64.0,0,0,2,0.0,118.8,0.0,0,1,0,0,0,0,0.0,24,24.0
Gavin Wimsatt,155757,QB,KENTUCKY,1,3.36,3.43,2.8,3.7,5,202,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,66.7,3,3,21.0,3.36,0,1,33.3,66.7,2,1,0.0,5,100.0,0,2,,,,63.8,91.3,68.1,90.2,,,64.1,0,0,5,100.0,109.7,20.0,1,1,0,0,0,0,0.0,45,15.0
Jeremiah Salem,157478,QB,E MICHIGAN,1,2.34,2.34,,,5,160,100.0,3,3,3.7,1.77,0,0,0.0,100.0,3,0,0.0,3,60.0,0,0,,,,62.7,63.5,66.6,63.3,,,,0,0,3,,83.3,0.0,0,0,0,0,0,0,0.0,12,4.0,100.0,2,2,7.5,3.2,0,0,0.0,100.0,2,2,0.0,2,40.0,0,1,,,,62.7,69.7,66.6,69.3,,,,0,0,3,0.0,158.3,0.0,0,0,0,0,1,0,0.0,90,45.0
Blake Ellingson,149550,QB,DRAKE,1,4.1,2.97,3.9,7.7,5,153,,0,0,,,0,0,0.0,,0,0,,0,0.0,0,0,,,,60.3,55.2,63.6,55.3,,,,0,0,1,,0.0,,0,0,0,0,0,0,0.0,0,,66.7,3,3,12.0,4.1,0,0,0.0,66.7,2,3,0.0,5,100.0,0,0,,,,64.2,44.5,68.6,48.8,,,56.2,0,0,6,33.3,72.9,20.0,1,1,0,0,0,0,0.0,11,3.7
Charles DePrima,148879,QB,HARVARD,1,3.1,1.5,1.35,5.65,5,179,100.0,1,1,-1.0,1.4,0,0,0.0,0.0,0,0,100.0,3,60.0,1,0,,,,0.0,29.0,66.6,29.2,,,,0,0,3,,39.6,66.7,2,0,0,0,0,2,66.7,0,0.0,,0,0,,5.65,0,0,,,0,0,,2,40.0,0,1,,,,61.8,46.8,65.5,,,,52.7,0,0,2,,0.0,0.0,0,2,0,0,0,0,0.0,0,
Jared Taylor,170695,QB,E WASHGTON,1,3.24,3.24,,,5,161,100.0,2,2,-5.5,1.45,0,0,0.0,100.0,2,0,0.0,2,40.0,0,0,,,,61.8,62.8,65.5,62.6,,,,0,0,2,,81.3,0.0,0,0,0,0,0,0,0.0,7,3.5,66.7,3,3,9.7,4.43,0,0,0.0,66.7,2,0,0.0,3,60.0,0,1,,,,62.7,61.6,66.6,61.5,,,,0,0,3,,75.7,0.0,0,0,0,0,0,0,0.0,13,4.3
Kaden Anderson,127312,QB,WYOMING,1,2.32,2.32,,,5,351,75.0,4,4,6.8,2.15,0,0,0.0,75.0,3,2,0.0,4,80.0,0,1,,,,63.3,57.8,67.4,57.8,,,,0,0,4,0.0,85.4,0.0,0,0,0,0,0,0,0.0,20,5.0,100.0,1,1,-4.0,3.0,0,0,0.0,100.0,1,1,0.0,1,20.0,0,0,,,,60.3,61.1,63.6,61.0,,,,0,0,1,0.0,79.2,0.0,0,0,0,0,0,0,0.0,0,0.0
Gavin Rutherford,178188,QB,STF AUSTIN,1,2.78,2.3,2.0,3.65,5,301,100.0,1,1,5.0,1.8,0,0,0.0,100.0,1,1,0.0,2,40.0,0,1,,,,61.8,69.7,65.5,69.3,,,,0,0,2,100.0,100.0,50.0,1,0,0,0,0,0,0.0,8,8.0,100.0,1,1,15.0,3.43,0,0,0.0,100.0,1,0,0.0,3,60.0,0,2,,,,63.3,70.7,67.4,71.0,,,61.4,0,0,4,,118.8,0.0,0,2,0,0,0,0,0.0,32,32.0
Tate Rodemaker,122414,QB,SO MISS,1,2.28,2.28,,,5,296,66.7,3,3,9.0,1.4,0,0,0.0,66.7,2,1,0.0,3,60.0,0,0,,,,62.7,42.8,66.6,43.0,,,,0,1,3,0.0,38.9,0.0,0,0,0,0,0,1,33.3,15,5.0,50.0,2,2,3.0,3.6,0,0,0.0,50.0,1,1,0.0,2,40.0,0,0,,,,61.8,34.7,65.5,35.4,,,,0,1,2,0.0,16.7,0.0,0,0,0,0,0,1,50.0,0,0.0
Liam Poronsky,188956,QB,DAYTON,1,2.14,1.28,5.6,,5,150,100.0,4,4,2.0,1.28,0,0,0.0,100.0,4,0,0.0,4,80.0,0,2,,,,63.3,87.3,67.4,86.6,,,,0,0,4,,92.7,0.0,0,0,0,0,0,0,0.0,25,6.3,,0,0,,5.6,0,0,,,0,1,,1,20.0,0,0,,,,60.3,59.7,63.6,60.0,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Dexter Williams II,129457,QB,GA SOUTHRN,1,1.88,1.88,,,4,174,75.0,4,4,17.0,1.88,0,1,25.0,50.0,2,0,33.3,4,100.0,1,1,,,,63.3,77.0,67.4,76.5,,,,0,0,4,,81.3,0.0,0,0,0,0,0,0,0.0,36,9.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Tahj Bullock,144070,QB,AKRON,1,1.73,1.77,1.6,,4,102,100.0,3,3,0.7,1.73,0,0,0.0,66.7,2,1,33.3,4,100.0,1,0,,,,63.3,61.5,67.4,61.4,,,,0,0,4,100.0,70.1,25.0,1,0,0,0,0,0,0.0,7,2.3,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Joshua Jones,177098,QB,NC CENT,1,1.95,2.0,1.8,,4,247,100.0,2,2,-1.0,1.57,0,0,0.0,100.0,2,1,0.0,3,75.0,0,2,,,,62.7,60.3,66.6,60.2,,,,0,0,3,100.0,158.3,33.3,1,0,0,0,1,0,0.0,26,13.0,100.0,1,1,24.0,3.1,0,1,100.0,100.0,1,0,0.0,1,25.0,0,1,,,,60.3,88.9,63.6,87.7,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,28,28.0
Roman Gagliano,183961,QB,MIDDLE TN,1,2.88,1.6,3.7,4.6,4,224,0.0,2,2,4.0,1.6,0,0,0.0,0.0,0,0,,2,50.0,0,0,,,,61.8,21.7,65.5,22.2,,,,0,0,2,,39.6,0.0,0,0,0,0,0,1,50.0,0,0.0,,0,0,,4.15,0,0,,,0,1,,2,50.0,0,0,,,,61.8,68.1,65.5,60.0,,,64.3,0,0,2,100.0,0.0,50.0,1,1,0,0,0,0,0.0,0,
Braylon Braxton,144442,QB,MARSHALL,1,3.55,3.55,,,4,214,100.0,1,1,6.0,1.7,0,0,0.0,0.0,0,0,100.0,1,25.0,1,0,,,,60.3,60.4,63.6,60.4,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,33.3,3,3,10.3,4.17,0,0,0.0,33.3,1,1,0.0,3,75.0,0,0,,,,62.7,42.3,66.6,42.6,,,,0,0,3,0.0,42.4,0.0,0,0,0,0,0,0,0.0,2,0.7
Hunter Hays,141593,QB,IDAHO ST,1,1.73,1.73,,,4,186,100.0,3,3,1.0,1.47,0,0,0.0,100.0,3,0,0.0,3,75.0,0,2,,,,62.7,58.9,66.6,58.8,,,,0,0,3,,147.9,0.0,0,0,0,0,1,0,0.0,30,10.0,0.0,1,1,14.0,2.5,0,0,0.0,0.0,0,1,,1,25.0,0,0,,,,60.3,32.8,63.6,33.8,,,,0,1,1,0.0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Kevin White,178287,QB,NC A&T,1,2.8,1.6,,6.4,4,246,50.0,2,3,1.5,1.6,0,0,0.0,33.3,1,1,0.0,3,75.0,0,0,,,,62.7,60.3,66.6,60.2,,,,1,0,3,0.0,42.4,0.0,0,0,0,0,0,0,0.0,9,3.0,,0,0,,6.4,0,0,,,0,0,,1,25.0,0,0,,,,60.3,53.3,63.6,,,,57.0,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,
Eli Sawyer,141870,QB,SE LA,1,1.98,1.97,2.0,,4,294,66.7,3,3,13.3,1.98,0,0,0.0,33.3,1,2,50.0,4,100.0,1,0,,,,63.3,59.4,67.4,59.3,,,,0,0,4,50.0,45.1,25.0,1,0,0,0,0,0,0.0,11,3.7,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Ethan Greenwood,161869,QB,LIUSHAR,1,3.35,3.35,,,4,1298,100.0,2,2,-2.0,1.65,0,0,0.0,100.0,2,1,0.0,2,50.0,0,0,,,,61.8,62.8,65.5,62.6,,,,0,0,2,0.0,97.9,0.0,0,0,0,0,0,0,0.0,15,7.5,100.0,1,2,5.0,5.05,0,0,0.0,50.0,1,2,0.0,2,50.0,0,0,,,,61.8,58.9,65.5,58.9,,,,0,0,2,0.0,56.3,0.0,0,0,0,1,0,0,0.0,6,3.0
Jacob Knuth,157493,QB,KANSAS ST,1,3.67,2.0,,4.5,3,199,100.0,1,1,5.0,2.0,0,0,0.0,100.0,1,1,0.0,1,33.3,0,0,,,,60.3,60.6,63.6,60.4,,,,0,0,1,0.0,104.2,0.0,0,0,0,0,0,0,0.0,9,9.0,,0,0,,4.5,0,0,,,0,0,,2,66.7,0,0,,,,9.2,26.1,65.5,,,,35.0,0,0,2,,0.0,0.0,0,2,0,0,0,1,50.0,0,
Max Blanc,164894,QB,YNGTOWN ST,1,2.13,2.13,,,3,353,100.0,2,2,0.5,1.9,0,0,0.0,100.0,2,0,0.0,2,66.7,0,1,,,,61.8,73.4,65.5,72.9,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,5,2.5,0.0,1,1,6.0,2.6,0,0,0.0,0.0,0,0,,1,33.3,0,0,,,,60.3,28.1,63.6,28.6,,,,0,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Ken Seals,124359,QB,TCU,1,2.17,2.17,,,3,305,100.0,2,2,-4.0,1.85,0,0,0.0,100.0,2,0,0.0,2,66.7,0,1,,,,61.8,62.3,65.5,62.1,,,,0,0,2,,118.8,0.0,0,0,0,0,1,0,0.0,6,3.0,100.0,1,1,-1.0,2.8,0,0,0.0,100.0,1,0,0.0,1,33.3,0,1,,,,60.3,60.6,63.6,60.4,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,13,13.0
Grant Jordan,151147,QB,YALE,1,3.6,3.3,4.2,,3,352,100.0,1,1,5.0,1.7,0,0,0.0,100.0,1,0,0.0,1,33.3,0,0,,,,60.3,60.8,63.6,60.6,,,,0,0,1,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0,100.0,1,1,27.0,4.55,0,1,100.0,100.0,1,2,0.0,2,66.7,0,1,,,,61.8,87.7,65.5,86.8,,,,0,0,2,50.0,118.8,50.0,1,0,0,0,0,0,0.0,28,28.0
William Haskell,146153,QB,PORTLAND,1,1.8,1.7,2.0,,3,269,50.0,2,2,4.0,1.8,0,0,0.0,50.0,1,1,0.0,3,100.0,0,0,,,,62.7,60.3,66.6,60.2,,,,0,0,3,100.0,56.3,33.3,1,0,0,0,0,0,0.0,4,2.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Austin Myers,164221,QB,CENT ARK,1,2.2,2.2,,,3,132,100.0,2,2,2.0,1.75,0,0,0.0,100.0,2,0,0.0,2,66.7,0,1,,,,62.7,50.2,66.6,50.3,,,,0,0,3,,87.5,0.0,0,0,0,0,0,0,0.0,10,5.0,100.0,1,1,12.0,3.1,0,0,0.0,100.0,1,0,0.0,1,33.3,0,1,,,,61.8,70.0,65.5,69.7,,,,0,0,2,,116.7,0.0,0,0,0,0,0,0,0.0,12,12.0
Sean Brown,123871,QB,TOWSON,1,3.53,3.53,,,3,317,100.0,1,1,3.0,2.4,0,0,0.0,100.0,1,0,0.0,1,33.3,0,1,,,,60.3,68.9,63.6,66.4,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,13,13.0,100.0,1,2,11.0,4.1,0,0,0.0,50.0,1,1,0.0,2,66.7,0,1,,,,61.8,54.0,65.5,54.1,,,,0,0,2,0.0,70.8,0.0,0,0,0,1,0,0,0.0,13,6.5
Demond Williams Jr.,183648,QB,WASHINGTON,1,2.9,1.55,5.6,,3,340,100.0,2,2,5.0,1.55,0,0,0.0,100.0,2,0,0.0,2,66.7,0,2,,,,61.8,73.4,65.5,72.9,,,,0,0,2,,116.7,0.0,0,0,0,0,0,0,0.0,24,12.0,,0,0,,5.6,0,0,,,0,1,,1,33.3,0,0,,,,60.3,59.7,63.6,60.0,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Tony Muskett,142933,QB,VIRGINIA,1,2.93,2.25,,4.3,3,335,100.0,2,2,-1.0,2.25,0,0,0.0,100.0,2,0,0.0,2,66.7,0,1,,,,61.8,62.9,65.5,62.7,,,,0,0,2,,87.5,0.0,0,0,0,0,0,0,0.0,10,5.0,,0,0,,4.3,0,0,,,0,0,,1,33.3,0,1,,,,60.3,69.4,63.6,,,,64.2,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,
Ren Hefley,101621,QB,GARD-WEBB,1,2.8,2.8,,,3,171,0.0,1,1,23.0,2.2,0,0,0.0,0.0,0,0,,1,33.3,0,0,,,,60.3,60.0,63.6,59.9,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,2,36.0,3.1,0,0,0.0,0.0,0,1,,2,66.7,0,0,,,,61.8,47.3,65.5,47.6,,,,0,0,2,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Bert Emanuel Jr.,158581,QB,C MICHIGAN,1,4.1,2.9,4.7,,3,134,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,8.0,4.1,0,0,0.0,100.0,1,2,0.0,3,100.0,0,0,,,,62.7,61.5,66.6,61.3,,,,0,0,3,100.0,135.4,66.7,2,0,0,0,1,0,0.0,7,7.0
Javion Martin,189270,QB,NC CENT,1,2.4,2.4,,,3,247,0.0,1,1,9.0,1.7,0,0,0.0,0.0,0,0,,1,33.3,0,0,,,,60.3,45.5,63.6,46.1,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,2,2,15.5,2.75,0,0,0.0,50.0,1,0,50.0,2,66.7,1,1,,,,61.8,69.6,65.5,69.3,,,,0,0,2,,135.4,0.0,0,0,0,0,1,0,0.0,46,23.0
Dewayne Coleman,163179,QB,ARMY,1,2.37,2.37,,,3,114,50.0,2,2,4.5,1.65,0,0,0.0,50.0,1,0,0.0,2,66.7,0,0,,,,61.8,54.2,65.5,54.3,,,,0,0,2,,62.5,0.0,0,0,0,0,0,0,0.0,9,4.5,100.0,1,1,4.0,3.8,0,0,0.0,100.0,1,1,0.0,1,33.3,0,0,,,,60.3,60.6,63.6,60.4,,,,0,0,1,0.0,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0
Blainey Dowling,177528,QB,E ILLINOIS,1,2.3,2.3,,,3,158,66.7,3,3,4.0,2.3,0,0,0.0,66.7,2,0,0.0,3,100.0,0,1,,,,62.7,63.5,66.6,63.3,,,,0,0,3,,78.5,0.0,0,0,0,0,0,0,0.0,15,5.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Jakob Foss,148253,QB,NICHOLLS,1,2.77,2.45,,3.4,3,243,100.0,1,1,11.0,2.1,0,0,0.0,100.0,1,0,0.0,1,33.3,0,1,,,,60.3,76.1,63.6,75.4,,,,0,0,1,,147.9,0.0,0,0,0,0,1,0,0.0,10,10.0,100.0,1,1,1.0,3.1,0,0,0.0,100.0,1,1,0.0,2,66.7,0,0,,,,9.2,56.4,65.5,50.5,,,64.1,0,0,2,0.0,100.0,0.0,0,1,0,0,0,1,50.0,8,8.0
Michael Wortham,170696,QB,E WASHGTON,1,3.4,2.3,5.6,,3,161,100.0,1,1,-2.0,1.4,0,0,0.0,100.0,1,0,0.0,1,33.3,0,0,,,,60.3,61.1,63.6,61.0,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,1,1,33.0,4.4,0,0,0.0,100.0,1,1,0.0,2,66.7,0,1,,,,61.8,73.9,65.3,73.4,,,,0,0,2,100.0,158.3,50.0,1,0,0,0,1,0,0.0,42,42.0
Nevan Cremascoli,158044,QB,S DAKOTA,1,3.27,3.1,,3.6,3,291,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,50.0,2,2,9.0,3.27,0,0,0.0,0.0,0,3,100.0,3,100.0,1,0,,,,62.7,35.1,66.6,37.2,,,57.8,0,1,3,0.0,0.0,0.0,0,1,0,0,0,1,33.3,0,0.0
Michael Brescia,149295,QB,COLGATE,1,2.95,2.95,,,2,142,100.0,1,1,5.0,1.8,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1,,,,60.3,72.3,63.6,71.8,,,,0,0,1,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0,100.0,1,1,4.0,4.1,0,0,0.0,100.0,1,1,0.0,1,50.0,0,0,,,,60.3,61.1,63.6,61.0,,,,0,0,1,0.0,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0
Xavier Rice,178207,QB,DUQUESNE,1,2.55,2.55,,,2,155,0.0,1,1,21.0,2.3,0,0,0.0,0.0,0,0,,1,50.0,0,0,,,,60.3,51.6,63.6,51.9,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,15.0,2.8,0,0,0.0,0.0,0,0,,1,50.0,0,0,,,,60.3,46.8,63.6,47.3,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
CJ Rogers,144508,QB,HOUCHR,1,6.05,7.4,,4.7,2,183,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,1,,6.05,0,0,0.0,0.0,0,2,,2,100.0,0,0,,,,61.8,50.9,65.5,60.0,,,57.3,0,0,2,0.0,39.6,0.0,0,1,0,1,0,0,0.0,0,0.0
Quaterius Hawkins,160211,QB,NWSTATE,1,1.5,1.5,,,2,257,100.0,2,2,-4.0,1.5,0,0,0.0,100.0,2,0,0.0,2,100.0,0,0,,,,62.7,50.1,66.6,50.2,,,,0,0,3,,79.2,0.0,0,0,0,0,0,0,0.0,5,2.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
AJ Bianco,158232,QB,NEVADA,1,2.05,2.05,,,2,239,100.0,2,2,10.0,2.05,0,0,0.0,100.0,2,0,0.0,2,100.0,0,2,,,,61.8,86.0,65.5,85.2,,,,0,0,2,,110.4,0.0,0,0,0,0,0,0,0.0,21,10.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Kamden Sixkiller,133096,QB,MCNEESE,1,1.45,1.45,,,2,217,50.0,2,2,1.5,1.45,0,0,0.0,50.0,1,1,0.0,2,100.0,0,1,,,,61.8,54.1,65.5,54.2,,,,0,0,2,0.0,79.2,0.0,0,0,0,0,0,0,0.0,17,8.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Cameron Edge,162791,QB,MARYLAND,1,1.4,1.4,,,2,215,100.0,1,2,-3.0,1.4,1,0,0.0,50.0,1,0,0.0,2,100.0,0,1,,,,61.8,58.9,65.5,58.9,,,,0,0,2,,64.6,0.0,0,0,0,0,0,0,0.0,10,5.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Chase Mason,159444,QB,S DAK ST,1,2.05,2.05,,,2,292,100.0,1,1,-3.0,1.5,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1,,,,60.3,60.8,63.6,60.6,,,,0,0,1,,112.5,0.0,0,0,0,0,0,0,0.0,11,11.0,0.0,1,1,8.0,2.6,0,0,0.0,0.0,0,0,,1,50.0,0,0,,,,60.3,45.3,63.6,45.8,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Malachi Singleton,172426,QB,ARKANSAS,1,3.7,3.7,3.7,,2,111,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,12.0,3.7,0,0,0.0,0.0,0,1,,2,100.0,0,0,,,,61.8,43.9,65.5,44.3,,,,0,0,2,100.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0
Luke Baker,185073,QB,SACRAMENTO,1,2.7,2.7,,,2,279,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,2,2,15.5,2.7,0,0,0.0,0.0,0,1,,2,100.0,0,0,,,,61.8,25.3,65.5,25.7,,,,0,1,2,0.0,0.0,0.0,0,0,0,0,0,1,50.0,0,0.0
Blaine McAllister,155392,QB,PRINCETON,1,2.95,2.95,,,2,272,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,2,2,24.5,2.95,0,0,0.0,0.0,0,0,,2,100.0,0,0,,,,61.8,53.4,65.5,53.5,,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Max Cutforth,176220,QB,BOISE ST,1,1.8,1.8,,,2,120,100.0,2,2,4.5,1.8,0,0,0.0,100.0,2,0,0.0,2,100.0,0,1,,,,61.8,62.5,65.5,62.3,,,,0,0,2,,93.8,0.0,0,0,0,0,0,0,0.0,13,6.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Cole Pennington,156787,QB,MARSHALL,1,1.65,1.65,,,2,214,50.0,2,2,2.0,1.65,0,0,0.0,50.0,1,0,0.0,2,100.0,0,0,,,,62.7,27.8,66.6,28.0,,,,0,0,3,,56.3,0.0,0,0,0,0,0,1,33.3,5,2.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Drew Mestemaker,190616,QB,N TEXAS,1,1.45,1.45,,,2,251,100.0,2,2,-2.0,1.45,0,0,0.0,100.0,2,0,0.0,2,100.0,0,1,,,,61.8,62.9,65.5,62.7,,,,0,0,2,,93.8,0.0,0,0,0,0,0,0,0.0,13,6.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Steve Angeli,156966,QB,NOTRE DAME,1,2.85,2.85,,,2,258,100.0,1,1,4.0,1.7,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1,,,,60.3,72.3,63.6,71.8,,,,0,0,1,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0,100.0,1,1,23.0,4.0,0,0,0.0,0.0,0,1,100.0,1,50.0,1,0,,,,61.8,62.1,65.5,62.0,,,,0,0,2,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Trent Pearman,156233,QB,CLEMSON,1,1.7,1.7,,,2,140,50.0,2,2,5.0,1.7,0,0,0.0,50.0,1,1,0.0,2,100.0,0,0,,,,61.8,61.9,65.5,61.7,,,,0,0,2,0.0,56.3,0.0,0,0,0,0,0,0,0.0,4,2.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Devin Kargman,156913,QB,KENT STATE,1,3.05,1.8,4.3,,2,201,0.0,1,1,2.0,1.8,0,0,0.0,0.0,0,1,,1,50.0,0,0,,,,60.3,56.9,63.6,57.7,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,4.3,0,0,,,0,1,,1,50.0,0,0,,,,23.7,54.9,63.6,60.0,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,1,100.0,0,
