player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Justin Lynch,144392,QB,TEMPLE,1,100.0,0,6,306,50.0,2,3,6.0,3.35,0,0,0.0,0.0,0,3,100.0,4,66.7,1,0,,,,66.6,66.0,70.7,,51.5,,,69.2,,,0,0,4,33.3,39.6,25.0,1,0,0,1,0,0,0.0,0,0.0,50.0,2,3,6.0,3.35,0,0,0.0,0.0,0,3,100.0,4,66.7,1,0,,,,66.6,66.0,70.7,,51.5,,,69.2,,,0,0,4,33.3,39.6,25.0,1,0,0,1,0,0,0.0,0,0.0,100.0,2,2,-4.0,0.55,0,0,0.0,100.0,2,0,0.0,2,33.3,0,1,,,,61.8,62.8,65.5,,62.6,,,,,,0,0,2,,118.8,0.0,0,0,0,0,0,0,0.0,30,15.0,0,100.0,2,2,-4.0,0.55,0,0,0.0,100.0,2,0,0.0,2,33.3,0,1,,,,61.8,62.8,65.5,,62.6,,,,,,0,0,2,,118.8,0.0,0,0,0,0,0,0,0.0,30,15.0,15.0
Anthony Richardson,124393,QB,FLORIDA,1,0.0,0,6,163,50.0,2,3,4.0,3.27,0,0,0.0,33.3,1,3,0.0,3,50.0,0,0,,,,70.4,46.2,71.8,,28.0,,,64.5,,,1,1,3,0.0,2.8,0.0,0,0,0,0,0,1,33.3,8,2.7,100.0,2,3,-0.5,2.53,0,0,0.0,66.7,2,2,0.0,3,50.0,0,0,,,,70.4,67.0,71.8,,60.2,,,64.5,,,1,0,3,0.0,81.3,0.0,0,0,0,0,0,0,0.0,17,5.7,66.7,3,3,0.3,2.2,0,0,0.0,66.7,2,1,0.0,3,50.0,0,0,,,,62.7,28.9,66.6,,29.1,,,,,,0,1,3,0.0,30.6,0.0,0,0,0,0,0,1,33.3,8,2.7,0,100.0,3,3,-2.7,1.47,0,0,0.0,100.0,3,0,0.0,3,50.0,0,0,,,,62.7,64.1,66.6,,63.9,,,,,,0,0,3,,90.3,0.0,0,0,0,0,0,0,0.0,17,5.7,-3.0
Connor Blumrick,60558,QB,VA TECH,1,-66.67,0,5,337,0.0,1,2,7.0,3.23,0,0,0.0,0.0,0,2,,3,60.0,0,0,,,,68.8,41.2,70.7,,28.5,,,64.2,,,0,0,4,50.0,39.6,33.3,1,0,0,1,0,1,25.0,0,0.0,66.7,3,3,-0.3,1.47,0,0,0.0,66.7,2,1,0.0,3,60.0,0,0,,,,68.8,45.8,70.7,,31.7,,,64.2,,,0,0,4,0.0,70.1,0.0,0,0,0,0,0,1,25.0,3,1.0,,0,1,,4.2,0,0,0.0,0.0,0,2,,2,40.0,0,0,,,,61.8,55.2,65.5,,55.4,,,,,,0,0,2,50.0,39.6,50.0,1,0,0,1,0,0,0.0,0,0.0,0,100.0,2,2,-4.0,1.55,0,0,0.0,100.0,2,1,0.0,2,40.0,0,0,,,,61.8,62.9,65.5,,62.7,,,,,,0,0,2,0.0,79.2,0.0,0,0,0,0,0,0,0.0,3,1.5,-1.0
T.J. Finley,124093,QB,AUBURN,1,-60.0,0,5,115,60.0,5,5,16.0,2.3,0,1,20.0,60.0,3,2,0.0,5,100.0,0,2,,,,63.8,80.9,68.1,,80.2,,,,,,0,0,5,0.0,97.9,0.0,0,0,0,0,0,0,0.0,55,11.0,60.0,5,5,16.0,2.3,0,1,20.0,60.0,3,2,0.0,5,100.0,0,2,,,,63.8,80.9,68.1,,80.2,,,,,,0,0,5,0.0,97.9,0.0,0,0,0,0,0,0,0.0,55,11.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-11.0
Jiya Wright,77688,QB,LA MONROE,1,-100.0,0,4,209,100.0,2,2,12.0,3.9,0,0,0.0,50.0,1,4,50.0,4,100.0,1,3,,,,69.7,77.4,70.7,,67.4,,,69.7,,,0,0,4,0.0,95.8,0.0,0,2,0,0,1,0,0.0,6,3.0,100.0,1,1,7.0,4.43,0,0,0.0,100.0,1,3,0.0,3,75.0,0,3,,,,69.7,71.4,70.4,,53.7,,,69.7,,,0,0,3,0.0,131.3,0.0,0,2,0,0,1,0,0.0,6,6.0,100.0,1,1,17.0,2.3,0,0,0.0,0.0,0,1,100.0,1,25.0,1,0,,,,60.3,75.0,63.6,,74.3,,,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-6.0
Cornelious Brown IV,98356,QB,GA STATE,1,-66.67,0,4,175,75.0,4,4,10.0,1.9,0,0,0.0,50.0,2,3,33.3,4,100.0,1,2,,,,66.6,82.7,71.2,,65.3,,,77.5,,,0,0,4,0.0,60.4,0.0,0,0,0,0,0,0,0.0,16,4.0,66.7,3,3,6.7,1.8,0,0,0.0,66.7,2,2,0.0,3,75.0,0,2,,,,66.6,75.1,71.2,,54.9,,,77.5,,,0,0,4,0.0,79.9,0.0,0,0,0,0,0,0,0.0,16,5.3,100.0,1,1,20.0,2.2,0,0,0.0,0.0,0,1,100.0,1,25.0,1,0,,,,60.3,76.9,63.6,,76.2,,,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,0.0,,0,0,,0,0.0,0,0,,,,60.3,60.6,63.6,,60.4,,,,,,0,0,1,,0.0,,0,0,0,0,0,0,0.0,0,,-5.33
Clay Millen,146082,QB,NEVADA,1,-66.67,0,4,239,66.7,3,3,5.7,3.4,0,0,0.0,66.7,2,3,0.0,4,100.0,0,0,,,,15.0,36.7,69.1,,51.5,,,47.5,,,0,0,4,33.3,82.6,25.0,1,0,0,0,0,0,0.0,18,6.0,66.7,3,3,5.7,3.4,0,0,0.0,66.7,2,3,0.0,4,100.0,0,0,,,,15.0,36.7,69.1,,51.5,,,47.5,,,0,0,4,33.3,82.6,25.0,1,0,0,0,0,0,0.0,18,6.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-6.0
Kyle McCord,145053,QB,OHIO STATE,1,-66.67,0,4,260,66.7,3,3,13.7,2.68,0,0,0.0,66.7,2,1,0.0,4,100.0,0,2,,,,63.3,67.5,70.4,,66.9,,,,,,0,0,4,100.0,93.8,25.0,1,0,0,0,0,0,0.0,26,8.7,66.7,3,3,13.7,2.68,0,0,0.0,66.7,2,1,0.0,4,100.0,0,2,,,,63.3,67.5,70.4,,66.9,,,,,,0,0,4,100.0,93.8,25.0,1,0,0,0,0,0,0.0,26,8.7,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-8.67
Mike Wright Jr.,124366,QB,VANDERBILT,1,-100.0,0,3,333,100.0,2,2,0.0,3.47,0,0,0.0,100.0,2,2,0.0,3,100.0,0,1,,,,66.4,63.6,71.0,,60.2,,,61.9,,,0,0,3,50.0,81.3,33.3,1,0,0,0,0,0,0.0,7,3.5,100.0,2,2,0.0,3.47,0,0,0.0,100.0,2,2,0.0,3,100.0,0,1,,,,66.4,63.6,71.0,,60.2,,,61.9,,,0,0,3,50.0,81.3,33.3,1,0,0,0,0,0,0.0,7,3.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-3.5
Bryce Carpenter,82101,QB,COAST CAR,1,0.0,0,2,141,100.0,2,2,7.0,2.45,0,0,0.0,100.0,2,1,0.0,2,100.0,0,1,,,,69.6,90.7,70.8,,72.8,,,77.5,,,0,0,2,0.0,104.2,0.0,0,0,0,0,0,0,0.0,18,9.0,100.0,1,1,5.0,1.8,0,0,0.0,100.0,1,1,0.0,1,50.0,0,0,,,,69.7,88.7,70.5,,60.4,,,77.5,,,0,0,1,0.0,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0,100.0,1,1,9.0,3.1,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1,,,,60.3,72.2,63.6,,71.7,,,,,,0,0,1,,112.5,0.0,0,0,0,0,0,0,0.0,11,11.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,4.0
Evan Prater,123576,QB,CINCINNATI,1,100.0,0,2,138,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,60.0,69.8,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,60.0,69.8,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,2.0,3.05,0,0,0.0,100.0,1,0,0.0,2,100.0,0,0,,,,61.8,54.2,65.5,,60.4,,,57.0,,,0,0,2,,83.3,0.0,0,1,0,0,0,0,0.0,4,4.0,0,100.0,1,1,2.0,3.05,0,0,0.0,100.0,1,0,0.0,2,100.0,0,0,,,,61.8,54.2,65.5,,60.4,,,57.0,,,0,0,2,,83.3,0.0,0,1,0,0,0,0,0.0,4,4.0,4.0
Blake Shapen,122282,QB,BAYLOR,1,100.0,0,2,118,100.0,2,2,7.5,2.75,0,0,0.0,100.0,2,0,0.0,2,100.0,0,1,,,,61.8,74.4,69.1,,73.7,,,,,,0,0,2,,104.2,0.0,0,0,0,0,0,0,0.0,18,9.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,60.0,68.1,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,2,2,7.5,2.75,0,0,0.0,100.0,2,0,0.0,2,100.0,0,1,,,,61.8,74.2,65.5,,73.7,,,,,,0,0,2,,104.2,0.0,0,0,0,0,0,0,0.0,18,9.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,9.0
Jack Miller III,129754,QB,OHIO STATE,1,0.0,0,2,260,50.0,2,2,13.0,2.15,0,0,0.0,0.0,0,0,100.0,2,100.0,1,0,,,,61.8,59.0,67.4,,58.7,,,,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,50.0,2,2,13.0,2.15,0,0,0.0,0.0,0,0,100.0,2,100.0,1,0,,,,61.8,59.0,67.4,,58.7,,,,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Jack Salopek,130662,QB,W MICHIGAN,1,0.0,0,2,347,0.0,1,2,13.0,2.25,1,0,0.0,0.0,0,1,,2,100.0,0,0,,,,62.7,64.2,68.6,,63.8,,,,,,0,0,3,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,13.0,2.9,0,0,0.0,0.0,0,1,,1,50.0,0,0,,,,60.3,53.9,67.4,,53.7,,,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,1,,1.6,1,0,0.0,0.0,0,0,,1,50.0,0,0,,,,61.8,71.1,65.5,,70.7,,,,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Jarrett Guest,97997,QB,COAST CAR,1,100.0,0,2,141,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,62.5,57.6,69.1,,,,,59.5,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,62.5,57.6,69.1,,,,,59.5,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,2,2,0.5,2.3,0,0,0.0,100.0,2,0,0.0,2,100.0,0,0,,,,61.8,62.9,65.5,,62.7,,,,,,0,0,2,,83.3,0.0,0,0,0,0,0,0,0.0,8,4.0,0,100.0,2,2,0.5,2.3,0,0,0.0,100.0,2,0,0.0,2,100.0,0,0,,,,61.8,62.9,65.5,,62.7,,,,,,0,0,2,,83.3,0.0,0,0,0,0,0,0,0.0,8,4.0,4.0
CJ Montes,146114,QB,NEW MEXICO,1,0.0,0,2,241,0.0,1,1,11.0,5.05,0,0,0.0,0.0,0,1,,2,100.0,0,0,,,,61.8,39.0,69.1,,38.2,,,,,,0,0,2,100.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0,0.0,1,1,11.0,5.05,0,0,0.0,0.0,0,1,,2,100.0,0,0,,,,61.8,39.0,69.1,,38.2,,,,,,0,0,2,100.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Lucas Johnson,40551,QB,S DIEGO ST,1,-100.0,0,2,284,,0,0,,5.7,0,0,,,0,1,,1,50.0,0,0,,,,60.3,53.5,68.1,,,,,57.0,,,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,100.0,1,1,-5.0,1.2,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0,,,,60.3,61.7,68.1,,60.6,,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0,,0,0,,5.7,0,0,,,0,1,,1,50.0,0,0,,,,60.3,53.3,63.6,,,,,57.0,,,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,100.0,1,1,-5.0,1.2,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0,,,,60.3,60.8,63.6,,60.6,,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0,-3.0
Hayden Wolff,98362,QB,DOMINION,1,-100.0,0,1,263,100.0,1,1,0.0,1.6,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.3,60.8,63.6,,60.6,,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,1,1,0.0,1.6,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.3,60.8,63.6,,60.6,,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Jordan Burch,124227,ED,S CAROLINA,1,0.0,0,1,289,0.0,1,1,8.0,2.5,0,0,0.0,0.0,0,0,,1,100.0,0,0,59.2,78.7,,60.3,28.6,63.8,76.3,26.6,,57.0,,59.8,76.3,0,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,59.4,78.2,,,,,76.3,,,57.2,,59.8,76.3,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,8.0,2.5,0,0,0.0,0.0,0,0,,1,100.0,0,0,59.1,72.1,,60.3,28.6,63.8,,26.6,,58.8,,,,0,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,59.8,68.1,,,,,,,,59.7,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Jamarye Joiner,82071,WR,ARIZONA,1,-100.0,0,1,109,100.0,1,1,18.0,2.7,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.3,61.6,72.6,,72.6,55.2,,,,,0,0,1,,147.9,0.0,0,0,0,0,1,0,0.0,10,10.0,100.0,1,1,18.0,2.7,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,16.4,60.3,52.7,73.2,,72.6,47.5,,,,,0,0,1,,147.9,0.0,0,0,0,0,1,0,0.0,10,10.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,16.4,,39.6,67.5,,,44.7,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-10.0
Vontravious Hall,83526,QB,NEW MEXICO,1,0.0,0,1,241,100.0,1,1,-3.0,3.2,0,0,0.0,0.0,0,0,100.0,1,100.0,1,0,,,66.7,62.4,62.0,74.9,,60.4,61.3,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,66.7,61.0,54.7,74.6,,,55.0,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-3.0,3.2,0,0,0.0,0.0,0,0,100.0,1,100.0,1,0,,,70.7,63.7,69.8,69.2,,60.4,68.0,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,70.7,62.9,59.7,66.7,,,59.7,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Johnny Langan,77617,TE,RUTGERS,1,-100.0,0,1,278,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,52.1,74.9,,,54.4,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-3.0,0.7,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.3,54.5,74.0,,60.4,55.2,,,,,0,0,1,,122.9,0.0,0,0,0,0,1,0,0.0,4,4.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,55.1,71.4,,,56.9,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,-3.0,0.7,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.3,58.8,67.8,,60.4,58.1,,,,,0,0,1,,122.9,0.0,0,0,0,0,1,0,0.0,4,4.0,-4.0
Josh Vann,84414,WR,S CAROLINA,1,-100.0,0,1,289,100.0,1,1,6.0,4.1,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,70.7,63.7,56.9,0.0,,53.9,60.0,,,,,0,0,1,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0,100.0,1,1,6.0,4.1,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,70.7,63.7,56.7,0.0,,53.9,59.7,,,,,0,0,1,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,66.7,61.0,56.3,70.9,,,56.8,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,66.7,61.0,55.7,70.2,,,56.3,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-6.0
Luke Loecher,82041,P,OREGON ST,1,0.0,0,1,265,0.0,1,1,30.0,2.1,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,60.3,54.7,70.3,,52.1,,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,30.0,2.1,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,60.3,54.7,70.3,,52.1,,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Shae Wyatt,144440,WR,TULANE,1,0.0,0,1,319,0.0,1,1,5.0,3.5,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,74.9,65.3,63.8,79.1,,57.7,64.0,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,49.8,65.7,63.1,78.7,,,61.9,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,5.0,3.5,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,60.3,50.9,72.5,,57.7,54.9,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,24.5,61.0,45.3,69.1,,,48.1,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Joshua Cephus,98095,WR,UTSA,1,-100.0,0,1,331,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,76.3,67.0,68.6,78.2,,,68.8,,59.5,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-6.0,3.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,76.3,67.2,61.9,77.7,,61.0,61.8,,59.5,,,0,0,1,,158.3,0.0,0,0,0,0,1,0,0.0,23,23.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,73.1,64.1,71.7,72.6,,,70.3,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,-6.0,3.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,73.1,64.6,58.8,70.1,,61.0,58.3,,,,,0,0,1,,158.3,0.0,0,0,0,0,1,0,0.0,23,23.0,-23.0
J.J. McCarthy,144918,QB,MICHIGAN,1,0.0,0,1,222,100.0,1,1,2.0,1.6,0,0,0.0,0.0,0,0,100.0,1,100.0,1,0,,,,67.5,86.2,68.6,,60.4,,,75.6,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,67.3,87.3,68.1,,,,,75.6,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,2.0,1.6,0,0,0.0,0.0,0,0,100.0,1,100.0,1,0,,,,60.3,60.6,63.6,,60.4,,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Kai Kroeger,124245,P,S CAROLINA,1,-100.0,0,1,289,100.0,1,1,29.0,2.3,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.3,71.9,70.3,,78.3,,,,,,0,0,1,,158.3,0.0,0,0,0,0,1,0,0.0,44,44.0,100.0,1,1,29.0,2.3,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.3,71.9,70.3,,78.3,,,,,,0,0,1,,158.3,0.0,0,0,0,0,1,0,0.0,44,44.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-44.0
