player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Owen McCown,157688,QB,UTSA,1,4.41,0,27,331,70.6,17,17,10.4,3.24,0,1,5.3,64.7,11,6,8.3,19,70.4,1,8,,,,68.6,76.7,75.7,77.8,,,59.2,0,0,21,16.7,134.9,5.3,1,1,0,0,2,0,0.0,162,9.5,70.6,17,17,6.9,2.75,0,1,5.3,70.6,12,5,0.0,19,70.4,0,8,,,,68.6,70.8,75.7,71.3,,,59.2,0,0,21,20.0,138.5,5.3,1,1,0,0,3,0,0.0,155,9.1,100.0,8,8,5.1,2.45,0,0,0.0,75.0,6,1,25.0,8,29.6,2,2,,,,64.9,81.6,69.5,81.0,,,,0,0,8,0.0,101.6,0.0,0,0,0,0,0,0,0.0,71,8.9,0,100.0,8,8,-2.3,1.28,0,0,0.0,87.5,7,0,12.5,8,29.6,1,2,,,,64.9,67.3,69.5,67.0,,,,0,0,8,,139.6,0.0,0,0,0,0,1,0,0.0,64,8.0,-0.24
Brock Vandagriff,146713,QB,KENTUCKY,1,-25.0,0,26,202,76.5,17,19,15.2,3.15,0,2,9.1,68.4,13,10,0.0,21,80.8,0,8,,,,28.8,79.7,15.6,88.1,,,56.5,0,0,25,10.0,104.7,4.8,1,1,0,2,0,0,0.0,208,10.9,83.3,18,20,9.2,2.85,0,2,9.5,75.0,15,9,0.0,22,84.6,0,7,,,,28.5,75.9,15.0,84.3,,,56.5,0,0,24,11.1,106.7,4.5,1,1,0,2,0,0,0.0,202,10.1,66.7,3,4,26.3,2.8,0,0,0.0,50.0,2,3,0.0,4,15.4,0,2,,,,64.2,76.5,68.6,76.0,,,,0,0,6,0.0,80.2,0.0,0,0,0,1,0,0,0.0,35,8.8,0,100.0,4,5,-3.3,1.52,0,0,0.0,80.0,4,2,0.0,5,19.2,0,1,,,,63.8,62.6,68.1,62.4,,,,0,0,5,0.0,90.8,0.0,0,0,0,1,0,0,0.0,29,5.8,-1.35
Brendon Lewis,131687,QB,NEVADA,1,-72.73,0,26,239,66.7,18,18,16.5,3.15,0,1,4.8,66.7,12,5,0.0,22,84.6,0,10,,,,71.8,90.3,76.1,84.0,,,76.8,0,1,25,40.0,113.0,9.1,2,2,0,0,2,0,0.0,179,9.9,72.7,22,22,13.0,2.8,0,1,4.2,72.7,16,6,0.0,25,96.2,0,10,,,,71.8,90.7,76.2,85.9,,,76.8,0,1,27,16.7,110.6,4.0,1,2,0,0,2,0,0.0,193,8.8,,0,0,,5.4,0,0,0.0,,0,1,,1,3.8,0,0,,,,61.8,55.5,65.5,55.5,,,,0,0,2,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,100.0,4,4,-2.5,1.53,0,0,0.0,100.0,4,2,0.0,4,15.4,0,0,,,,63.3,65.1,67.4,64.8,,,,0,0,4,0.0,81.3,0.0,0,0,0,0,0,0,0.0,14,3.5,-8.77
Gevani McCoy,147609,QB,OREGON ST,1,-8.33,0,26,265,52.9,17,17,10.9,3.49,0,0,0.0,52.9,9,9,0.0,25,96.2,0,6,,,,70.6,64.1,77.3,62.8,,,59.1,0,0,27,22.2,71.2,8.0,2,6,0,0,0,0,0.0,102,6.0,58.3,12,12,10.7,3.13,0,0,0.0,58.3,7,3,0.0,15,57.7,0,4,,,,70.0,74.8,76.6,75.8,,,59.5,0,0,15,33.3,82.6,6.7,1,2,0,0,0,0,0.0,92,7.7,50.0,6,6,8.7,3.81,0,0,0.0,50.0,3,6,0.0,11,42.3,0,2,,,,66.0,47.4,71.0,43.8,,,59.2,0,0,13,16.7,56.3,9.1,1,4,0,0,0,0,0.0,12,2.0,0,100.0,1,1,-5.0,1.6,0,0,0.0,100.0,1,0,0.0,1,3.8,0,0,,,,60.3,60.6,63.6,60.4,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0,-5.67
Brayden Fowler-Nicolosi,157207,QB,COLO STATE,1,-15.0,0,26,144,60.0,15,16,10.2,2.85,0,0,0.0,50.0,8,5,11.1,20,76.9,1,5,,,,68.5,61.8,76.7,59.0,,,62.3,0,1,20,40.0,61.5,10.0,2,2,0,1,1,1,5.0,88,5.5,73.7,19,20,6.9,2.52,0,0,0.0,65.0,13,4,7.1,23,88.5,1,7,,,,68.8,65.7,76.9,63.7,,,62.3,0,1,24,25.0,78.3,4.3,1,2,0,1,1,1,4.2,126,6.3,50.0,2,2,1.5,2.5,0,0,0.0,50.0,1,1,0.0,3,11.5,0,0,,,,62.7,53.3,66.6,53.3,,,,0,0,3,100.0,56.3,33.3,1,0,0,0,0,0,0.0,6,3.0,0,100.0,6,6,-3.0,1.42,0,0,0.0,100.0,6,0,0.0,6,23.1,0,2,,,,64.6,66.7,69.1,66.4,,,,0,0,7,,97.2,0.0,0,0,0,0,0,0,0.0,44,7.3,-3.3
Payton Thorne,101629,QB,AUBURN,1,-23.81,0,25,115,71.4,21,21,10.0,2.55,0,0,0.0,57.1,12,5,20.0,24,96.0,3,8,,,,68.8,80.2,74.5,81.9,,,58.7,0,1,24,40.0,104.3,8.3,2,1,0,0,2,0,0.0,215,10.2,73.3,15,15,8.1,2.61,0,0,0.0,66.7,10,3,9.1,18,72.0,1,6,,,,68.3,69.7,73.9,71.0,,,58.7,0,0,18,66.7,121.8,11.1,2,1,0,0,1,0,0.0,151,10.1,71.4,7,7,12.4,2.3,0,0,0.0,42.9,3,2,40.0,7,28.0,2,2,,,,64.6,89.6,69.1,88.8,,,,0,1,7,0.0,74.7,0.0,0,0,0,0,1,0,0.0,62,8.9,0,100.0,1,1,-2.0,2.0,0,0,0.0,100.0,1,0,0.0,1,4.0,0,0,,,,60.3,60.6,63.6,60.4,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-2,-2.0,-1.21
Evan Svoboda,157664,QB,WYOMING,1,-12.88,0,25,351,55.6,18,21,13.3,3.33,0,1,4.8,42.9,9,9,10.0,23,92.0,1,6,,,,71.3,65.2,75.8,61.7,,,64.5,0,0,23,11.1,77.3,4.3,1,1,0,3,1,1,4.3,119,5.7,77.8,9,11,13.0,3.62,0,1,9.1,54.5,6,7,14.3,13,52.0,1,4,,,,71.1,73.8,75.0,72.6,,,64.5,0,0,13,14.3,68.4,7.7,1,1,0,2,0,0,0.0,55,5.0,45.5,11,12,11.3,2.83,0,0,0.0,41.7,5,3,0.0,12,48.0,0,4,,,,65.8,51.3,70.7,51.3,,,,0,0,12,0.0,99.3,0.0,0,0,0,1,1,1,8.3,100,8.3,0,100.0,2,2,0.5,2.3,0,0,0.0,100.0,2,1,0.0,2,8.0,0,2,,,,61.8,62.8,65.5,62.6,,,,0,0,2,0.0,118.8,0.0,0,0,0,0,0,0,0.0,36,18.0,3.33
Sawyer Robertson,146839,QB,BAYLOR,1,-2.94,0,25,118,55.0,20,20,12.5,2.25,0,1,4.8,50.0,10,6,9.1,23,92.0,1,6,,,,70.9,63.2,76.3,56.1,,,68.1,0,0,24,16.7,104.0,4.3,1,2,0,0,2,2,8.3,129,6.5,58.8,17,17,10.4,2.1,0,1,5.9,52.9,9,5,10.0,21,84.0,1,6,,,,70.8,63.3,76.2,55.2,,,68.1,0,0,21,20.0,115.1,4.8,1,2,0,0,2,2,9.5,121,7.1,50.0,4,4,17.5,2.23,0,0,0.0,50.0,2,1,0.0,4,16.0,0,1,,,,63.8,60.1,68.1,60.0,,,,0,0,5,0.0,71.9,0.0,0,0,0,0,0,0,0.0,27,6.8,0,100.0,1,1,-4.0,0.55,0,0,0.0,100.0,1,0,0.0,2,8.0,0,1,,,,61.8,58.9,65.5,58.9,,,,0,0,2,,118.8,0.0,0,0,0,0,0,0,0.0,19,19.0,-0.37
Drew Allar,164157,QB,PENN STATE,1,3.33,0,25,266,84.2,19,20,12.9,3.17,0,2,10.0,80.0,16,8,0.0,24,96.0,0,15,,,,68.2,90.9,75.4,90.8,60.0,,67.5,0,0,24,12.5,158.3,4.2,1,3,0,1,3,1,4.2,304,15.2,85.7,14,15,13.9,3.19,0,2,13.3,80.0,12,5,0.0,18,72.0,0,12,,,,67.6,91.5,74.6,91.4,,,67.5,0,0,18,0.0,158.3,0.0,0,3,0,1,2,1,5.6,252,16.8,83.3,6,6,8.5,2.9,0,0,0.0,83.3,5,3,0.0,7,28.0,0,3,,,,64.6,67.9,70.6,70.3,57.9,,,0,0,7,33.3,145.8,14.3,1,0,0,0,1,0,0.0,57,9.5,0,100.0,1,1,-1.0,1.7,0,0,0.0,100.0,1,0,0.0,1,4.0,0,0,,,,60.3,59.3,66.1,60.4,59.1,,,0,0,1,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0,-7.3
Hunter Watson,183993,QB,SM HOUSTON,1,-13.33,0,25,281,42.9,14,17,10.5,2.9,1,0,0.0,35.3,6,7,0.0,21,84.0,0,6,,,,29.7,49.2,75.7,28.5,,,76.2,0,2,21,14.3,5.9,4.8,1,3,0,2,0,4,19.0,57,3.4,58.3,12,15,2.3,2.62,1,0,0.0,46.7,7,6,0.0,18,72.0,0,4,,,,28.8,70.6,75.4,50.7,,,76.2,0,0,18,0.0,54.3,0.0,0,3,0,2,0,1,5.6,48,3.2,33.3,6,6,18.2,2.9,0,0,0.0,33.3,2,1,0.0,7,28.0,0,2,,,,64.6,26.5,69.1,26.8,,,,0,2,7,100.0,2.8,14.3,1,0,0,0,0,3,42.9,16,2.7,0,75.0,4,4,-2.5,1.65,0,0,0.0,75.0,3,0,0.0,4,16.0,0,0,,,,63.3,65.0,67.4,64.7,,,,0,0,4,,77.1,0.0,0,0,0,0,0,0,0.0,7,1.8,-0.53
Cole Snyder,97617,QB,E MICHIGAN,1,25.49,0,25,160,41.7,12,13,15.8,2.79,1,0,0.0,38.5,5,5,0.0,17,68.0,0,5,,,,68.2,70.7,74.9,67.4,,,65.3,0,0,17,20.0,56.6,5.9,1,3,0,0,0,0,0.0,70,5.4,46.7,15,17,12.2,2.51,2,0,0.0,41.2,7,5,0.0,21,84.0,0,6,,,,68.6,68.2,75.2,64.6,,,65.3,0,0,21,20.0,58.0,4.8,1,3,0,0,0,0,0.0,88,5.2,66.7,3,3,-1.0,2.5,0,0,0.0,66.7,2,0,0.0,4,16.0,0,1,,,,63.3,50.4,67.4,56.0,,,57.0,0,0,4,,75.7,0.0,0,1,0,0,0,0,0.0,13,4.3,0,66.7,6,7,-1.5,1.9,1,0,0.0,57.1,4,0,0.0,8,32.0,0,2,,,,64.9,48.8,69.5,52.4,,,57.0,0,0,8,,68.2,0.0,0,1,0,0,0,0,0.0,31,4.4,-0.85
Trexler Ivey,122184,QB,CHARLOTTE,1,15.18,0,24,136,55.6,18,18,8.9,2.24,0,0,0.0,55.6,10,3,0.0,19,79.2,0,5,,,,67.9,53.3,75.9,53.1,,,57.0,0,0,21,0.0,89.8,0.0,0,1,0,0,1,1,4.8,99,5.5,56.3,16,16,8.2,2.2,0,0,0.0,56.3,9,2,0.0,16,66.7,0,4,,,,67.4,52.9,75.5,50.9,,,60.0,0,0,16,0.0,91.7,0.0,0,0,0,0,1,1,6.3,84,5.3,71.4,7,7,1.0,2.44,0,0,0.0,71.4,5,1,0.0,8,33.3,0,2,,,,65.4,58.1,70.1,61.1,,,57.3,0,0,10,0.0,82.4,0.0,0,1,0,0,0,0,0.0,35,5.0,0,80.0,5,5,-4.6,2.42,0,0,0.0,80.0,4,0,0.0,5,20.8,0,1,,,,63.8,59.1,68.1,58.9,,,,0,0,5,,83.3,0.0,0,0,0,0,0,0,0.0,20,4.0,-0.25
Jake Retzlaff,70874,QB,BYU,1,5.77,0,23,128,71.4,14,15,10.1,2.72,0,1,6.7,60.0,9,5,10.0,17,73.9,1,8,,,,68.2,74.7,74.6,73.3,,,63.1,1,0,17,40.0,126.4,11.8,2,0,0,0,2,0,0.0,125,8.3,69.2,13,13,6.2,2.16,0,1,7.7,69.2,9,2,0.0,13,56.5,0,4,,,,67.8,71.4,74.2,69.5,,,63.1,0,0,13,0.0,116.5,0.0,0,0,0,0,1,0,0.0,97,7.5,100.0,7,8,6.0,2.8,0,0,0.0,75.0,6,4,14.3,10,43.5,1,4,,,,65.4,72.7,70.1,72.3,,,,1,0,10,50.0,131.3,20.0,2,0,0,0,1,0,0.0,52,6.5,0,100.0,6,6,-3.3,1.63,0,0,0.0,100.0,6,1,0.0,6,26.1,0,0,,,,64.2,66.1,68.6,65.8,,,,0,0,6,0.0,83.3,0.0,0,0,0,0,0,0,0.0,24,4.0,-0.96
John White,184784,QB,SO MISS,1,0.0,0,23,296,50.0,14,15,12.4,2.94,0,1,5.6,40.0,6,8,14.3,20,87.0,1,5,,,,25.9,46.0,75.5,55.8,,,38.7,1,2,23,25.0,24.4,10.0,2,3,0,0,0,1,4.3,103,6.9,54.5,11,12,8.5,2.17,0,0,0.0,50.0,6,7,0.0,14,60.9,0,2,,,,22.8,47.4,74.9,58.9,,,44.4,1,1,16,28.6,33.0,14.3,2,0,0,0,0,0,0.0,69,5.8,66.7,6,6,11.8,3.68,0,1,12.5,50.0,3,2,25.0,9,39.1,1,3,,,,65.6,54.5,70.4,56.9,,,56.3,0,1,11,0.0,37.5,0.0,0,3,0,0,0,1,9.1,48,8.0,0,100.0,3,3,-3.0,1.57,0,0,0.0,100.0,3,1,0.0,3,13.0,0,0,,,,63.3,64.9,67.4,64.7,,,,0,0,4,0.0,86.1,0.0,0,0,0,0,0,0,0.0,14,4.7,2.25
Tyler Shough,83537,QB,LOUISVILLE,1,-11.36,0,23,210,81.3,16,18,16.4,3.41,0,2,9.5,72.2,13,9,0.0,22,95.7,0,7,,,,69.5,78.1,75.5,81.9,,,57.4,0,0,26,11.1,151.4,4.5,1,3,0,2,2,0,0.0,269,14.9,85.7,7,8,11.0,3.41,0,0,0.0,75.0,6,4,0.0,9,39.1,0,3,,,,68.7,71.8,74.5,70.1,,,63.3,0,0,14,0.0,156.3,0.0,0,1,0,1,1,0,0.0,114,14.3,77.8,9,11,20.6,3.39,0,2,15.4,63.6,7,6,0.0,14,60.9,0,4,,,,66.5,76.1,71.6,81.7,,,52.9,0,0,16,16.7,137.5,7.1,1,2,0,2,1,0,0.0,155,14.1,0,,0,1,,3.1,0,0,0.0,0.0,0,1,,1,4.3,0,0,,,,63.3,61.5,67.4,61.4,,,,0,0,4,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,-0.16
Kurtis Rourke,97998,QB,INDIANA,1,30.77,0,23,190,81.3,16,17,14.1,2.69,1,2,11.1,76.5,13,3,0.0,20,87.0,0,11,,,,67.9,87.8,75.2,88.7,,,63.6,0,0,21,0.0,137.5,0.0,0,3,0,0,1,0,0.0,244,14.4,75.0,12,13,15.3,2.55,1,1,7.1,69.2,9,2,0.0,15,65.2,0,8,,,,67.4,83.1,74.8,80.6,,,67.1,0,0,16,0.0,129.6,0.0,0,2,0,0,1,0,0.0,138,10.6,100.0,7,7,4.9,2.49,0,1,14.3,100.0,7,1,0.0,8,34.8,0,4,,,,64.9,80.8,69.5,85.8,,,57.3,0,0,8,0.0,118.8,0.0,0,1,0,0,0,0,0.0,120,17.1,0,100.0,3,3,-2.7,1.5,0,0,0.0,100.0,3,0,0.0,3,13.0,0,1,,,,62.7,64.1,66.6,63.9,,,,0,0,3,,86.1,0.0,0,0,0,0,0,0,0.0,14,4.7,6.52
Kevin Jennings,158272,QB,SMU,1,-7.78,0,23,287,75.0,12,13,10.4,3.32,1,1,6.7,61.5,8,4,11.1,15,65.2,1,5,,,,27.8,71.2,75.9,86.1,,,49.3,0,0,17,0.0,130.1,0.0,0,2,0,0,2,0,0.0,116,8.9,100.0,8,9,4.3,2.45,1,1,10.0,77.8,7,2,12.5,10,43.5,1,2,,,,25.6,66.4,75.3,85.5,,,46.5,0,0,11,0.0,126.2,0.0,0,0,0,0,2,0,0.0,43,4.8,70.0,10,10,7.2,3.11,0,0,0.0,70.0,7,3,0.0,13,56.5,0,3,,,,66.2,71.2,71.6,70.7,,,62.0,0,0,14,33.3,99.6,7.7,1,2,0,0,0,0,0.0,94,9.4,0,100.0,6,6,-3.2,1.89,0,0,0.0,100.0,6,1,0.0,8,34.8,0,0,,,,64.9,62.3,69.5,62.0,,,,0,0,8,100.0,81.3,12.5,1,0,0,0,0,0,0.0,21,3.5,4.62
Ethan Vasko,163817,QB,COAST CAR,1,-25.27,0,23,141,42.9,14,16,13.9,2.82,0,1,5.9,31.3,5,5,16.7,17,73.9,1,5,,,,70.7,51.4,74.6,46.4,,,62.3,1,1,18,0.0,63.0,0.0,0,1,0,1,1,1,5.6,154,9.6,58.3,12,13,10.3,2.02,0,1,7.1,53.8,7,3,0.0,15,65.2,0,5,,,,70.6,53.0,74.4,47.6,,,62.3,1,1,16,0.0,89.6,0.0,0,1,0,0,1,1,6.3,153,11.8,50.0,6,7,9.3,3.61,0,0,0.0,28.6,2,3,33.3,8,34.8,1,1,,,,64.9,55.2,69.5,55.1,,,,0,0,8,33.3,63.4,12.5,1,0,0,1,0,0,0.0,61,8.7,0,100.0,4,4,-3.8,1.87,0,0,0.0,100.0,4,1,0.0,6,26.1,0,1,,,,64.2,60.5,68.6,60.3,,,,0,0,6,100.0,118.8,16.7,1,0,0,0,0,0,0.0,60,15.0,-3.06
Graham Mertz,97994,QB,FLORIDA,1,12.5,0,23,163,88.2,17,17,7.1,2.98,0,2,10.5,88.2,15,3,0.0,19,82.6,0,10,,,,67.9,82.3,74.8,75.9,,,73.3,0,0,21,0.0,146.9,0.0,0,2,0,0,3,1,4.8,166,9.8,87.5,16,16,4.3,2.41,0,1,6.3,87.5,14,2,0.0,17,73.9,0,9,,,,67.5,74.8,74.4,68.8,,,69.8,0,0,17,0.0,144.5,0.0,0,1,0,0,3,1,5.9,147,9.2,100.0,5,5,7.8,3.52,0,1,14.3,100.0,5,1,0.0,6,26.1,0,3,,,,64.9,82.6,69.5,79.1,,,63.2,0,0,8,0.0,111.7,0.0,0,1,0,0,0,0,0.0,54,10.8,0,100.0,4,4,-3.3,1.33,0,0,0.0,100.0,4,0,0.0,4,17.4,0,2,,,,63.3,65.1,67.4,64.8,,,,0,0,4,,103.1,0.0,0,0,0,0,0,0,0.0,35,8.8,1.61
Maalik Murphy,157302,QB,DUKE,1,33.65,0,22,154,50.0,14,14,13.4,2.44,0,1,6.3,50.0,7,6,0.0,15,68.2,0,6,,,,67.5,57.4,75.3,55.8,,,60.0,0,1,17,16.7,100.0,6.7,1,0,0,0,3,2,11.8,156,11.1,53.8,13,13,9.2,2.12,0,0,0.0,53.8,7,4,0.0,14,63.6,0,4,,,,67.3,44.8,75.1,42.3,,,60.0,0,1,15,25.0,61.1,7.1,1,0,0,0,1,2,13.3,64,4.9,87.5,8,8,6.6,1.98,0,1,11.1,87.5,7,2,0.0,8,36.4,0,4,,,,65.1,85.7,69.8,85.1,,,,0,0,9,0.0,158.3,0.0,0,0,0,0,2,0,0.0,152,19.0,0,100.0,7,7,-2.1,1.27,0,0,0.0,100.0,7,0,0.0,7,31.8,0,2,,,,64.6,66.9,69.1,66.6,,,,0,0,7,,102.4,0.0,0,0,0,0,0,0,0.0,60,8.6,14.08
Will Howard,122599,QB,OHIO STATE,1,-4.76,0,22,260,72.7,11,12,10.2,2.88,0,0,0.0,66.7,8,2,0.0,14,63.6,0,8,,,,68.1,62.8,74.5,60.3,,,62.6,0,1,15,50.0,99.7,7.1,1,1,0,1,1,1,6.7,141,11.8,83.3,6,6,2.3,1.89,0,0,0.0,83.3,5,1,0.0,7,31.8,0,4,,,,67.2,64.7,73.7,57.9,,,65.5,0,0,8,100.0,95.1,14.3,1,0,0,0,0,0,0.0,41,6.8,84.6,13,14,6.0,2.54,0,0,0.0,78.6,11,1,0.0,15,68.2,0,7,,,,66.4,61.6,71.4,63.9,,,57.3,0,1,15,0.0,128.6,0.0,0,1,0,1,2,1,6.7,234,16.7,0,100.0,8,8,-2.5,1.38,0,0,0.0,100.0,8,0,0.0,8,36.4,0,3,,,,64.9,63.5,69.5,63.3,,,,0,0,8,,158.3,0.0,0,0,0,0,1,0,0.0,134,16.8,9.88
Stone Earle,123504,QB,MARSHALL,1,29.41,0,22,214,76.5,17,17,6.7,2.31,0,0,0.0,70.6,12,7,7.7,18,81.8,1,7,,,,32.2,71.9,75.3,77.4,,,57.2,0,0,19,14.3,108.2,5.6,1,0,0,0,1,0,0.0,113,6.6,76.5,17,17,4.1,2.13,0,0,0.0,70.6,12,6,7.7,18,81.8,1,4,,,,32.2,69.3,75.2,74.6,,,57.2,0,0,19,16.7,102.1,5.6,1,0,0,0,1,0,0.0,88,5.2,100.0,4,4,8.3,1.9,0,0,0.0,100.0,4,1,0.0,4,18.2,0,3,,,,63.3,74.0,68.1,73.3,,,,0,0,4,0.0,112.5,0.0,0,0,0,0,0,0,0.0,44,11.0,0,100.0,4,4,-3.0,1.1,0,0,0.0,100.0,4,0,0.0,4,18.2,0,0,,,,63.3,65.0,67.4,64.8,,,,0,0,4,,86.5,0.0,0,0,0,0,0,0,0.0,19,4.8,5.82
Joe Labas,144847,QB,C MICHIGAN,1,-26.26,0,21,134,70.6,17,18,10.1,2.25,1,1,5.6,66.7,12,5,0.0,19,90.5,0,7,,,,67.1,78.3,75.2,80.2,,,57.3,0,0,20,20.0,117.6,5.3,1,0,0,0,1,0,0.0,179,9.9,81.8,11,11,5.5,2.07,0,1,9.1,81.8,9,1,0.0,11,52.4,0,3,,,,65.6,84.0,74.4,84.1,,,,0,0,11,0.0,141.7,0.0,0,0,0,0,1,0,0.0,118,10.7,62.5,8,9,12.3,2.38,1,0,0.0,55.6,5,4,0.0,10,47.6,0,4,,,,65.6,64.9,70.4,67.8,,,57.3,0,0,11,25.0,79.4,10.0,1,0,0,0,0,0,0.0,67,7.4,0,100.0,2,2,-6.5,1.9,0,0,0.0,100.0,2,0,0.0,2,9.5,0,0,,,,61.8,62.8,65.5,62.6,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,6,3.0,-3.29
C.J. Ogbonna,149182,QB,BUFFALO,1,50.0,0,21,126,72.7,11,14,11.5,2.64,1,0,0.0,57.1,8,9,0.0,18,85.7,0,3,,,,20.6,41.6,75.7,43.4,,,50.4,0,0,19,44.4,102.7,22.2,4,0,0,2,1,1,5.3,98,7.0,72.7,11,14,7.4,2.55,1,0,0.0,50.0,7,8,12.5,18,85.7,1,1,,,,20.2,33.2,75.7,32.6,,,50.4,0,0,18,50.0,88.4,22.2,4,0,0,2,1,1,5.6,70,5.0,100.0,3,3,11.3,2.07,0,0,0.0,100.0,3,1,0.0,3,14.3,0,2,,,,63.3,81.3,67.4,80.7,,,,0,0,4,0.0,118.1,0.0,0,0,0,0,0,0,0.0,37,12.3,0,100.0,3,3,-3.7,1.53,0,0,0.0,66.7,2,0,33.3,3,14.3,1,0,,,,62.7,64.1,66.6,63.8,,,,0,0,3,,70.1,0.0,0,0,0,0,0,0,0.0,9,3.0,7.33
Nick Poulos,188474,QB,OHIO,1,64.71,0,21,259,61.5,13,18,9.5,2.92,0,1,5.3,38.9,7,7,12.5,20,95.2,1,6,,,,26.6,58.1,13.7,61.2,,,58.0,3,1,21,0.0,36.8,0.0,0,2,0,2,0,1,4.8,110,6.1,58.3,12,17,7.4,2.84,0,1,5.6,35.3,6,7,14.3,19,90.5,1,4,,,,26.2,50.1,13.0,51.2,,,58.0,3,1,20,0.0,24.1,0.0,0,2,0,2,0,1,5.0,70,4.1,100.0,2,2,17.0,3.0,0,0,0.0,100.0,2,0,0.0,2,9.5,0,2,,,,61.8,87.3,65.5,86.4,,,,0,0,2,,118.8,0.0,0,0,0,0,0,0,0.0,40,20.0,0,100.0,1,1,-1.0,1.7,0,0,0.0,100.0,1,0,0.0,1,4.8,0,0,,,,60.3,61.1,63.6,61.0,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,0,0.0,15.88
